title,season,schedule,placeName,placeLink,duration,classification/image,image,placeTitle,address,price,placeSeats,Valor do show (80%)
Bruno Ferreira em Jandira,Dia 27 de Maio (sábado),"Sábado, às 21h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Gastro Comedy Jandira",https://www.sampaingressos.com.br/local/Gastro%20Comedy%20Jandira__1000120,70 minutos.,https://www.sampaingressos.com.br/templates/images/14anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_124060.jpg,Gastro Comedy Jandira,"Estrada Fernando Nobre, 858 - Jandira","R$ 12,00",200,"R$ 1.920,00"
Me dê 5 Estrelas - Kilbert Cesar,Dia 20 de Maio (sábado),"Sábado, às 22h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Acústico Comedy",https://www.sampaingressos.com.br/local/Ac%C3%BAstico%20Comedy__2749,90 minutos,https://www.sampaingressos.com.br/templates/images/16anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_124063.jpg,Acústico Comedy (50 lugares),"Rua da Consolação, 2518 - Consolação","R$ 20,00",50,"R$ 800,00"
Noite de Elenco: Rindo Juntos,Dia 3 de Maio (quarta),"Quarta, às 20h30.","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">House of Legends Comedy",https://www.sampaingressos.com.br/local/House%20of%20Legends%20Comedy__1000113,"<img width=""18"" src=""/templates/images/16anos.svg"" class=""img_classificacao"">16 anos",https://www.sampaingressos.com.br/templates/images/16anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_124065.jpeg,House of Legends Comedy,"R. Inácio Pereira da Rocha, 367 - Vila Madalena","R$ 14,99",0,"R$ 0,00"
Di Cardoso em: Pague o Aluguel - Stand up Comedy,Dia 6 de Maio (sábado),"Sábado, às 20h30","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Beverly Comedy",https://www.sampaingressos.com.br/local/Beverly%20Comedy__2150,70 minutos,https://www.sampaingressos.com.br/templates/images/14anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_124079.jpg,Beverly Comedy,"Av. Jurucê, 1001 - Moema","R$ 19,90",140,"R$ 2.228,80"
Abner Henrique - Quanta Blasfêmia,Dia 27 de Maio (sábado),"Sábado, às 21h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Bixiga Comedy Club",https://www.sampaingressos.com.br/local/Bixiga%20Comedy%20Club__2842,80 minutos,https://www.sampaingressos.com.br/templates/images/14anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_124090.jpg,Bixiga Comedy Club,"Rua Rui Barbosa, 574 - Bela Vista","R$ 20,00",100,"R$ 1.600,00"
"Rodrigo Cáceres no stand-up com imitações: eu, tu, voz, eles",Dia 9 de Junho (sexta),"Sexta, às 21h.","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Comedy Sampa Club",https://www.sampaingressos.com.br/local/Comedy%20Sampa%20Club__2555,80 minutos.,https://www.sampaingressos.com.br/templates/images/16anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_124092.jpg,Comedy Sampa Club,"Rua Domingos de Morais, 348 - Vila Mariana","R$ 29,90",500,"R$ 11.960,00"
Noite da (des)graça no Lilith Comedy,Dia 29 de Abril (sábado),"Sábado, às 21h.","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Lilith Comedy Club",https://www.sampaingressos.com.br/local/Lilith%20Comedy%20Club__2780,"<img width=""18"" src=""/templates/images/18anos.svg"" class=""img_classificacao"">18 anos",https://www.sampaingressos.com.br/templates/images/18anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_124093.jpg,Lilith Comedy Club,"Av. Professor Luiz Ignácio Anhaia Mello, 1506 - Vila Prudente","R$ 14,90",50,"R$ 596,00"
André Santi Em Osasco - DESevolução,Dia 11 de Maio (quinta),"Abertura da casa às 19h, Show time às 21h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Oz Comedy",https://www.sampaingressos.com.br/local/Oz%20Comedy__1000084,60 minutos,https://www.sampaingressos.com.br/templates/images/18anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_124120.jpg,Oz Comedy (125 lugares),"Av. Dionysia Alves Barreto, 500 - loja 1 e 26 - Vila Osasco","R$ 35,00",125,"R$ 3.500,00"
Di Cardoso em Osasco - Show  Pague o Aluguel,Dia 12 de Maio (sexta),"Abertura da casa às 19h, Show time às 21h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Oz Comedy",https://www.sampaingressos.com.br/local/Oz%20Comedy__1000084,60 minutos,https://www.sampaingressos.com.br/templates/images/18anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_124121.jpg,Oz Comedy (125 lugares),"Av. Dionysia Alves Barreto, 500 - loja 1 e 26 - Vila Osasco","R$ 80,00",125,"R$ 8.000,00"
Confraria Comedy em Osasco,Dia 19 de Maio (sexta),"Abertura da casa às 19h, Show time às 21h","<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Oz Comedy",https://www.sampaingressos.com.br/local/Oz%20Comedy__1000084,60 minutos,https://www.sampaingressos.com.br/templates/images/18anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_124123.jpg,Oz Comedy (125 lugares),"Av. Dionysia Alves Barreto, 500 - loja 1 e 26 - Vila Osasco","R$ 80,00",125,"R$ 8.000,00"
Hospedaria Comedy - Comédia Stand Up,Dia 6 de Maio (sábado),às 21h.,"<img src=""/templates/images/icon_pin_traced.svg"" class=""icon_pin"">Lilith Comedy Club",https://www.sampaingressos.com.br/local/Lilith%20Comedy%20Club__2780,"<img width=""18"" src=""/templates/images/18anos.svg"" class=""img_classificacao"">18 anos",https://www.sampaingressos.com.br/templates/images/18anos.svg,https://sampaingressos.com.br/fotosEspetaculos/foto_124148.jpeg,Lilith Comedy Club,"Av. Professor Luiz Ignácio Anhaia Mello, 1506 - Vila Prudente","R$ 19,90",50,"R$ 796,00"
,,,,,,,,,,,,
,,,,,,,,,,,,"R$ 1.318.772,16"
